"pid","day","daysInStudy","day_zero","time_type","time_time","situation_major","weather_temperature","notification_type","engagement","S1","S2","time_time_simple"
1,14,14,0,"weekday","breakfast","unknown","cold","grocery",0,0,0,"morning"
1,24,24,0,"weekend","afternoon","travelling","warm","grocery",0,0,0,"midday"
1,52,52,0,"weekend","breakfast","leisure","cold","grocery",0,0,0,"morning"
1,74,74,0,"weekday","beforelunch","travelling","unknown","restaurant",0,1,0,"midday"
1,86,86,0,"weekday","lunch","travelling","hot","grocery",0,1,0,"midday"
1,91,91,0,"weekday","morning","travelling","warm","restaurant",0,1,0,"morning"
1,106,106,0,"weekday","afternoon","unknown","cold","grocery",1,1,0,"midday"
1,140,140,0,"weekday","beforelunch","unknown","unknown","grocery",1,1,1,"midday"
1,149,149,0,"weekday","afternoon","travelling","cold","restaurant",1,1,1,"midday"
1,162,162,0,"unknown","afternoon","travelling","cold","restaurant",0,1,1,"midday"
2,4,1,3,"weekday","lunch","travelling","hot","grocery",0,0,0,"midday"
2,27,24,3,"weekend","unknown","working","freezing","grocery",1,0,0,"unknown"
2,29,26,3,"weekday","morning","unknown","unknown","grocery",0,0,0,"morning"
2,36,33,3,"weekday","morning","travelling","cold","restaurant",0,0,0,"morning"
2,39,36,3,"weekday","afternoon","travelling","cold","restaurant",1,0,0,"midday"
2,50,47,3,"weekday","evening","travelling","warm","grocery",0,0,0,"night"
2,90,87,3,"weekday","afternoon","unknown","hot","restaurant",0,1,0,"midday"
2,117,114,3,"weekday","morning","leisure","warm","grocery",0,1,1,"morning"
2,120,117,3,"weekday","lunch","unknown","hot","restaurant",0,1,1,"midday"
2,175,172,3,"weekday","beforelunch","unknown","warm","restaurant",0,1,1,"midday"
3,10,0,10,"weekday","beforelunch","working","cold","restaurant",0,0,0,"midday"
3,12,2,10,"weekday","afternoon","leisure","cold","restaurant",0,0,0,"midday"
3,14,4,10,"weekday","breakfast","shopping","freezing","grocery",1,0,0,"morning"
3,16,6,10,"weekend","afternoon","unknown","cold","restaurant",1,0,0,"midday"
3,20,10,10,"weekend","beforelunch","shopping","warm","restaurant",1,0,0,"midday"
3,21,11,10,"weekend","afternoon","leisure","cold","grocery",1,0,0,"midday"
3,23,13,10,"weekday","morning","leisure","hot","grocery",0,0,0,"morning"
3,24,14,10,"weekday","unknown","shopping","unknown","restaurant",0,0,0,"unknown"
3,27,17,10,"weekend","afternoon","travelling","warm","restaurant",0,0,0,"midday"
3,28,18,10,"weekday","lunch","unknown","unknown","restaurant",0,0,0,"midday"
3,29,19,10,"weekend","afternoon","shopping","unknown","restaurant",1,0,0,"midday"
3,32,22,10,"weekday","afternoon","working","freezing","restaurant",1,0,0,"midday"
3,37,27,10,"weekday","lunch","leisure","cold","restaurant",1,0,0,"midday"
3,39,29,10,"weekend","lunch","shopping","warm","grocery",0,0,0,"midday"
3,41,31,10,"weekday","breakfast","travelling","freezing","restaurant",1,0,0,"morning"
3,45,35,10,"weekday","unknown","working","cold","grocery",0,0,0,"unknown"
3,49,39,10,"weekend","afternoon","unknown","warm","grocery",0,0,0,"midday"
3,52,42,10,"weekday","evening","travelling","warm","restaurant",1,0,0,"night"
3,53,43,10,"weekend","afternoon","leisure","unknown","grocery",0,0,0,"midday"
3,55,45,10,"weekday","afternoon","travelling","warm","grocery",1,0,0,"midday"
3,56,46,10,"weekday","beforelunch","unknown","unknown","grocery",0,0,0,"midday"
3,57,47,10,"weekday","afternoon","travelling","cold","restaurant",0,0,0,"midday"
3,61,51,10,"weekday","breakfast","morningrituals","freezing","restaurant",0,0,0,"morning"
3,62,52,10,"weekday","afternoon","travelling","unknown","grocery",0,0,0,"midday"
3,64,54,10,"weekday","beforelunch","travelling","cold","restaurant",0,0,0,"midday"
3,66,56,10,"weekday","breakfast","unknown","cold","grocery",0,0,0,"morning"
3,68,58,10,"weekday","unknown","travelling","unknown","restaurant",0,1,0,"unknown"
3,73,63,10,"weekend","beforelunch","travelling","warm","grocery",0,1,0,"midday"
3,74,64,10,"weekday","breakfast","travelling","cold","restaurant",0,1,0,"morning"
3,77,67,10,"weekend","morning","shopping","cold","grocery",0,1,0,"morning"
3,78,68,10,"weekday","breakfast","unknown","hot","restaurant",0,1,0,"morning"
3,79,69,10,"weekday","beforelunch","working","hot","restaurant",1,1,0,"midday"
3,81,71,10,"weekend","breakfast","unknown","cold","grocery",0,1,0,"morning"
3,82,72,10,"weekend","beforelunch","travelling","freezing","grocery",0,1,0,"midday"
3,83,73,10,"weekend","lunch","travelling","cold","restaurant",0,1,0,"midday"
3,85,75,10,"weekday","evening","travelling","cold","restaurant",0,1,0,"night"
3,89,79,10,"weekday","afternoon","morningrituals","cold","restaurant",0,1,0,"midday"
3,93,83,10,"weekday","afternoon","travelling","unknown","restaurant",0,1,0,"midday"
3,95,85,10,"weekend","afternoon","unknown","unknown","grocery",0,1,0,"midday"
3,96,86,10,"weekday","beforelunch","travelling","unknown","restaurant",0,1,0,"midday"
3,99,89,10,"weekday","lunch","travelling","cold","grocery",0,1,0,"midday"
3,103,93,10,"weekend","afternoon","travelling","unknown","grocery",0,1,0,"midday"
3,107,97,10,"weekday","afternoon","unknown","warm","grocery",0,1,0,"midday"
3,109,99,10,"weekend","afternoon","unknown","cold","grocery",0,1,0,"midday"
3,111,101,10,"weekday","beforelunch","travelling","cold","restaurant",1,1,0,"midday"
3,116,106,10,"weekend","afternoon","unknown","cold","grocery",1,1,0,"midday"
3,118,108,10,"weekday","breakfast","travelling","warm","grocery",1,1,0,"morning"
3,125,115,10,"weekday","beforelunch","travelling","unknown","grocery",0,1,1,"midday"
3,129,119,10,"weekday","afternoon","travelling","warm","grocery",1,1,1,"midday"
3,131,121,10,"weekend","beforelunch","travelling","warm","grocery",0,1,1,"midday"
3,133,123,10,"weekend","afternoon","working","freezing","grocery",0,1,1,"midday"
3,138,128,10,"weekend","lunch","unknown","unknown","grocery",1,1,1,"midday"
3,142,132,10,"weekday","lunch","morningrituals","freezing","restaurant",0,1,1,"midday"
3,146,136,10,"weekday","afternoon","unknown","warm","restaurant",0,1,1,"midday"
3,149,139,10,"weekend","dinner","travelling","freezing","grocery",0,1,1,"night"
3,150,140,10,"weekday","beforelunch","working","hot","grocery",0,1,1,"midday"
3,152,142,10,"weekend","lunch","unknown","cold","restaurant",0,1,1,"midday"
3,153,143,10,"weekday","earlymorning","travelling","unknown","restaurant",0,1,1,"morning"
3,159,149,10,"weekday","morning","travelling","cold","restaurant",0,1,1,"morning"
3,163,153,10,"weekend","dinner","unknown","cold","restaurant",0,1,1,"night"
3,165,155,10,"weekday","breakfast","unknown","unknown","restaurant",0,1,1,"morning"
3,167,157,10,"weekend","afternoon","unknown","freezing","grocery",0,1,1,"midday"
3,175,165,10,"unknown","lunch","travelling","unknown","restaurant",0,1,1,"midday"
3,178,168,10,"weekday","lunch","unknown","hot","restaurant",1,1,1,"midday"
3,180,170,10,"weekend","afternoon","travelling","unknown","restaurant",1,1,1,"midday"
3,181,171,10,"weekday","afternoon","travelling","cold","restaurant",1,1,1,"midday"
3,191,181,10,"weekend","night","working","cold","restaurant",0,1,1,"night"
3,192,182,10,"weekday","lunch","shopping","freezing","restaurant",1,1,1,"midday"
4,15,1,14,"weekday","lunch","travelling","cold","restaurant",0,0,0,"midday"
4,25,11,14,"weekday","unknown","shopping","cold","restaurant",0,0,0,"unknown"
4,27,13,14,"weekday","beforelunch","travelling","cold","restaurant",0,0,0,"midday"
4,28,14,14,"weekend","afternoon","travelling","cold","restaurant",0,0,0,"midday"
4,35,21,14,"weekday","afternoon","travelling","unknown","restaurant",0,0,0,"midday"
4,39,25,14,"weekday","lunch","working","warm","restaurant",0,0,0,"midday"
4,48,34,14,"weekend","evening","travelling","unknown","grocery",0,0,0,"night"
4,50,36,14,"weekday","lunch","travelling","unknown","grocery",0,0,0,"midday"
4,56,42,14,"weekday","breakfast","unknown","hot","grocery",1,0,0,"morning"
4,58,44,14,"weekday","beforelunch","unknown","freezing","grocery",0,0,0,"midday"
4,59,45,14,"weekend","lunch","unknown","cold","restaurant",1,0,0,"midday"
4,67,53,14,"weekend","afternoon","unknown","cold","restaurant",0,0,0,"midday"
4,69,55,14,"weekend","beforelunch","unknown","warm","grocery",0,0,0,"midday"
4,86,72,14,"weekday","beforelunch","travelling","cold","grocery",0,1,0,"midday"
4,87,73,14,"weekday","dinner","shopping","cold","restaurant",0,1,0,"night"
4,88,74,14,"weekday","morning","travelling","cold","grocery",1,1,0,"morning"
4,96,82,14,"weekday","beforelunch","travelling","unknown","grocery",0,1,0,"midday"
4,110,96,14,"weekday","dinner","morningrituals","cold","restaurant",0,1,0,"night"
4,119,105,14,"unknown","beforelunch","travelling","freezing","grocery",0,1,0,"midday"
4,121,107,14,"weekend","afternoon","travelling","unknown","restaurant",0,1,0,"midday"
4,129,115,14,"weekday","beforelunch","travelling","freezing","restaurant",1,1,1,"midday"
4,138,124,14,"weekday","lunch","leisure","hot","grocery",0,1,1,"midday"
4,147,133,14,"weekday","afternoon","working","freezing","grocery",1,1,1,"midday"
4,149,135,14,"weekday","afternoon","working","freezing","restaurant",0,1,1,"midday"
4,159,145,14,"weekday","afternoon","travelling","freezing","grocery",0,1,1,"midday"
4,162,148,14,"weekday","evening","shopping","freezing","grocery",1,1,1,"night"
4,164,150,14,"weekday","afternoon","unknown","cold","grocery",0,1,1,"midday"
4,165,151,14,"weekend","lunch","unknown","warm","grocery",1,1,1,"midday"
4,167,153,14,"weekday","lunch","travelling","warm","restaurant",0,1,1,"midday"
4,169,155,14,"weekend","breakfast","travelling","freezing","grocery",1,1,1,"morning"
4,177,163,14,"weekend","beforelunch","travelling","freezing","restaurant",1,1,1,"midday"
4,181,167,14,"weekday","beforelunch","unknown","cold","grocery",0,1,1,"midday"
4,182,168,14,"weekday","lunch","unknown","cold","restaurant",0,1,1,"midday"
4,187,173,14,"weekday","breakfast","travelling","unknown","restaurant",0,1,1,"morning"
4,188,174,14,"weekend","afternoon","shopping","freezing","restaurant",0,1,1,"midday"
4,190,176,14,"weekend","afternoon","shopping","freezing","restaurant",1,1,1,"midday"
5,18,0,18,"weekday","beforelunch","working","hot","grocery",0,0,0,"midday"
5,19,1,18,"weekday","lunch","travelling","freezing","restaurant",0,0,0,"midday"
5,20,2,18,"weekend","beforelunch","travelling","unknown","grocery",0,0,0,"midday"
5,24,6,18,"weekday","afternoon","travelling","freezing","grocery",1,0,0,"midday"
5,26,8,18,"weekday","afternoon","unknown","freezing","restaurant",0,0,0,"midday"
5,29,11,18,"unknown","afternoon","working","hot","grocery",0,0,0,"midday"
5,30,12,18,"weekday","breakfast","unknown","unknown","grocery",0,0,0,"morning"
5,31,13,18,"weekday","breakfast","workingout","warm","restaurant",1,0,0,"morning"
5,32,14,18,"weekday","morning","travelling","freezing","restaurant",0,0,0,"morning"
5,33,15,18,"weekday","breakfast","travelling","cold","grocery",0,0,0,"morning"
5,34,16,18,"weekend","afternoon","travelling","cold","grocery",0,0,0,"midday"
5,35,17,18,"weekday","afternoon","working","cold","grocery",1,0,0,"midday"
5,37,19,18,"weekday","dinner","travelling","warm","grocery",0,0,0,"night"
5,39,21,18,"weekday","dinner","working","unknown","restaurant",0,0,0,"night"
5,40,22,18,"weekday","beforelunch","travelling","freezing","restaurant",0,0,0,"midday"
5,41,23,18,"weekday","beforelunch","unknown","cold","restaurant",0,0,0,"midday"
5,42,24,18,"weekday","afternoon","travelling","cold","restaurant",0,0,0,"midday"
5,43,25,18,"weekday","earlymorning","working","freezing","grocery",0,0,0,"morning"
5,44,26,18,"weekend","beforelunch","unknown","hot","restaurant",0,0,0,"midday"
5,47,29,18,"weekend","beforelunch","travelling","cold","grocery",0,0,0,"midday"
5,49,31,18,"weekend","night","leisure","cold","restaurant",1,0,0,"night"
5,51,33,18,"weekday","unknown","travelling","freezing","grocery",0,0,0,"unknown"
5,52,34,18,"weekday","lunch","working","warm","restaurant",1,0,0,"midday"
5,53,35,18,"weekday","lunch","working","freezing","restaurant",0,0,0,"midday"
5,56,38,18,"weekday","breakfast","travelling","warm","restaurant",1,0,0,"morning"
5,58,40,18,"weekday","lunch","shopping","cold","restaurant",0,0,0,"midday"
5,59,41,18,"weekend","beforelunch","travelling","hot","grocery",1,0,0,"midday"
5,60,42,18,"weekday","afternoon","travelling","unknown","restaurant",0,0,0,"midday"
5,61,43,18,"weekend","unknown","travelling","hot","grocery",0,0,0,"unknown"
5,62,44,18,"weekday","afternoon","working","warm","restaurant",1,0,0,"midday"
5,63,45,18,"weekend","lunch","travelling","warm","grocery",0,0,0,"midday"
5,64,46,18,"weekend","afternoon","travelling","freezing","grocery",1,0,0,"midday"
5,65,47,18,"weekday","beforelunch","shopping","cold","grocery",1,0,0,"midday"
5,66,48,18,"weekday","lunch","shopping","cold","grocery",1,0,0,"midday"
5,68,50,18,"weekday","afternoon","morningrituals","freezing","restaurant",0,0,0,"midday"
5,69,51,18,"weekday","lunch","travelling","cold","grocery",1,0,0,"midday"
5,70,52,18,"weekday","breakfast","travelling","warm","restaurant",1,0,0,"morning"
