"pid","day","daysInStudy","day_zero","time_type","time_time","situation_major","weather_temperature","notification_type","engagement","S1","S2","time_time_simple"
1,0,0,0,"weekday","lunch","travelling","unknown","grocery",0,0,0,"midday"
1,1,1,0,"weekday","beforelunch","travelling","cold","grocery",1,0,0,"midday"
1,2,2,0,"weekend","breakfast","travelling","freezing","restaurant",0,0,0,"morning"
1,3,3,0,"weekend","lunch","leisure","freezing","restaurant",0,0,0,"midday"
1,4,4,0,"weekday","beforelunch","travelling","unknown","restaurant",0,0,0,"midday"
1,6,6,0,"weekday","afternoon","unknown","warm","restaurant",1,0,0,"midday"
1,7,7,0,"weekday","afternoon","shopping","hot","restaurant",0,0,0,"midday"
1,8,8,0,"weekday","beforelunch","travelling","freezing","grocery",1,0,0,"midday"
1,9,9,0,"weekday","lunch","unknown","cold","grocery",0,0,0,"midday"
1,11,11,0,"weekday","lunch","travelling","cold","grocery",1,0,0,"midday"
1,12,12,0,"weekday","morning","morningrituals","freezing","grocery",0,0,0,"morning"
1,15,15,0,"weekday","lunch","travelling","cold","restaurant",1,0,0,"midday"
1,17,17,0,"weekday","afternoon","shopping","cold","grocery",0,0,0,"midday"
1,18,18,0,"weekday","earlymorning","travelling","cold","grocery",0,0,0,"morning"
1,19,19,0,"weekday","afternoon","travelling","hot","grocery",0,0,0,"midday"
1,21,21,0,"weekend","night","travelling","cold","restaurant",1,0,0,"night"
1,22,22,0,"weekday","afternoon","shopping","warm","grocery",0,0,0,"midday"
1,23,23,0,"weekday","breakfast","travelling","freezing","restaurant",1,0,0,"morning"
1,24,24,0,"weekday","lunch","travelling","cold","grocery",0,0,0,"midday"
1,25,25,0,"weekday","afternoon","travelling","hot","grocery",1,0,0,"midday"
1,26,26,0,"weekday","dinner","working","unknown","restaurant",1,0,0,"night"
1,27,27,0,"weekend","breakfast","unknown","cold","grocery",1,0,0,"morning"
1,28,28,0,"weekday","afternoon","travelling","freezing","restaurant",0,0,0,"midday"
1,29,29,0,"weekday","afternoon","travelling","unknown","grocery",0,0,0,"midday"
1,30,30,0,"weekday","afternoon","travelling","unknown","grocery",1,0,0,"midday"
