"pid","day","daysInStudy","day_zero","time_type","time_time","situation_major","weather_temperature","notification_type","engagement","S1","S2","time_time_simple"
1,7,7,0,"weekday","earlymorning","working","unknown","restaurant",0,0,0,"morning"
1,20,20,0,"weekday","lunch","travelling","freezing","restaurant",0,0,0,"midday"
1,23,23,0,"weekday","afternoon","unknown","cold","restaurant",0,0,0,"midday"
1,24,24,0,"weekday","breakfast","leisure","cold","grocery",0,0,0,"morning"
1,25,25,0,"weekend","afternoon","leisure","unknown","restaurant",0,0,0,"midday"
1,27,27,0,"weekend","afternoon","travelling","warm","grocery",0,0,0,"midday"
1,28,28,0,"weekday","beforelunch","travelling","freezing","restaurant",0,0,0,"midday"
1,29,29,0,"weekday","earlymorning","leisure","cold","restaurant",1,0,0,"morning"
1,34,34,0,"weekend","afternoon","leisure","freezing","grocery",1,0,0,"midday"
1,37,37,0,"weekday","afternoon","travelling","freezing","restaurant",0,0,0,"midday"
1,42,42,0,"unknown","lunch","travelling","cold","restaurant",0,0,0,"midday"
1,43,43,0,"weekday","lunch","leisure","unknown","grocery",0,0,0,"midday"
1,44,44,0,"weekday","afternoon","travelling","cold","grocery",0,0,0,"midday"
1,48,48,0,"weekday","afternoon","leisure","freezing","grocery",0,0,0,"midday"
1,50,50,0,"weekday","lunch","working","warm","restaurant",0,0,0,"midday"
1,56,56,0,"weekend","afternoon","unknown","freezing","grocery",1,0,0,"midday"
1,60,60,0,"weekday","lunch","working","unknown","grocery",0,1,0,"midday"
1,62,62,0,"weekday","lunch","unknown","warm","restaurant",0,1,0,"midday"
1,69,69,0,"weekday","afternoon","working","cold","restaurant",0,1,0,"midday"
1,73,73,0,"weekday","afternoon","leisure","unknown","grocery",0,1,0,"midday"
1,74,74,0,"weekday","beforelunch","leisure","freezing","grocery",0,1,0,"midday"
1,75,75,0,"weekday","night","travelling","unknown","grocery",0,1,0,"night"
1,76,76,0,"weekday","breakfast","unknown","freezing","restaurant",0,1,0,"morning"
1,77,77,0,"weekend","afternoon","morningrituals","unknown","restaurant",0,1,0,"midday"
1,84,84,0,"weekday","afternoon","travelling","cold","restaurant",0,1,0,"midday"
1,86,86,0,"weekend","lunch","travelling","warm","grocery",0,1,0,"midday"
1,87,87,0,"weekday","lunch","unknown","unknown","restaurant",0,1,0,"midday"
1,88,88,0,"weekend","lunch","travelling","cold","grocery",0,1,0,"midday"
1,89,89,0,"weekend","beforelunch","travelling","cold","restaurant",0,1,0,"midday"
1,95,95,0,"weekday","afternoon","leisure","freezing","restaurant",0,1,0,"midday"
1,96,96,0,"weekday","lunch","travelling","unknown","grocery",0,1,0,"midday"
1,106,106,0,"weekday","morning","working","freezing","restaurant",0,1,0,"morning"
1,107,107,0,"weekday","lunch","leisure","cold","grocery",0,1,0,"midday"
1,110,110,0,"weekday","beforelunch","travelling","warm","grocery",0,1,0,"midday"
1,114,114,0,"weekday","morning","travelling","freezing","restaurant",0,1,1,"morning"
1,115,115,0,"weekday","beforelunch","travelling","freezing","grocery",1,1,1,"midday"
1,117,117,0,"weekend","afternoon","travelling","warm","restaurant",0,1,1,"midday"
1,122,122,0,"weekday","beforelunch","working","freezing","grocery",0,1,1,"midday"
1,126,126,0,"weekend","lunch","travelling","unknown","restaurant",0,1,1,"midday"
1,127,127,0,"weekend","afternoon","unknown","cold","restaurant",0,1,1,"midday"
1,132,132,0,"weekend","beforelunch","unknown","freezing","grocery",1,1,1,"midday"
1,136,136,0,"weekend","afternoon","unknown","freezing","grocery",0,1,1,"midday"
1,137,137,0,"weekday","lunch","travelling","cold","restaurant",1,1,1,"midday"
1,140,140,0,"weekday","breakfast","travelling","freezing","grocery",0,1,1,"morning"
1,147,147,0,"weekday","evening","unknown","freezing","restaurant",1,1,1,"night"
1,151,151,0,"weekday","afternoon","travelling","cold","restaurant",1,1,1,"midday"
1,161,161,0,"weekday","morning","unknown","warm","restaurant",0,1,1,"morning"
1,165,165,0,"weekday","afternoon","travelling","cold","restaurant",0,1,1,"midday"
1,167,167,0,"weekday","beforelunch","working","cold","restaurant",0,1,1,"midday"
1,169,169,0,"weekday","afternoon","travelling","unknown","grocery",0,1,1,"midday"
1,170,170,0,"weekend","lunch","leisure","cold","grocery",0,1,1,"midday"
1,178,178,0,"weekday","afternoon","travelling","freezing","grocery",0,1,1,"midday"
2,6,3,3,"weekday","unknown","travelling","freezing","restaurant",0,0,0,"unknown"
2,14,11,3,"weekend","breakfast","unknown","hot","grocery",1,0,0,"morning"
2,16,13,3,"weekend","afternoon","travelling","freezing","grocery",0,0,0,"midday"
2,23,20,3,"weekday","beforelunch","travelling","freezing","grocery",1,0,0,"midday"
2,35,32,3,"weekend","lunch","travelling","cold","restaurant",1,0,0,"midday"
2,47,44,3,"weekday","beforelunch","unknown","warm","grocery",0,0,0,"midday"
2,60,57,3,"weekend","afternoon","working","cold","restaurant",0,1,0,"midday"
2,69,66,3,"weekday","afternoon","travelling","unknown","grocery",0,1,0,"midday"
2,71,68,3,"weekday","afternoon","unknown","cold","restaurant",1,1,0,"midday"
2,78,75,3,"weekend","afternoon","travelling","warm","grocery",0,1,0,"midday"
2,81,78,3,"weekday","morning","unknown","freezing","grocery",0,1,0,"morning"
2,87,84,3,"weekday","afternoon","travelling","hot","restaurant",1,1,0,"midday"
2,89,86,3,"weekday","afternoon","travelling","unknown","grocery",0,1,0,"midday"
2,100,97,3,"weekend","afternoon","housework","unknown","restaurant",0,1,0,"midday"
2,109,106,3,"weekday","lunch","unknown","unknown","restaurant",0,1,0,"midday"
2,111,108,3,"weekday","breakfast","travelling","warm","restaurant",0,1,0,"morning"
2,142,139,3,"weekend","breakfast","travelling","unknown","restaurant",0,1,1,"morning"
2,146,143,3,"weekday","lunch","unknown","cold","restaurant",1,1,1,"midday"
2,152,149,3,"weekday","evening","travelling","unknown","restaurant",0,1,1,"night"
2,159,156,3,"weekday","afternoon","unknown","cold","restaurant",0,1,1,"midday"
2,162,159,3,"weekday","afternoon","travelling","freezing","restaurant",1,1,1,"midday"
2,164,161,3,"weekday","beforelunch","travelling","freezing","grocery",1,1,1,"midday"
2,170,167,3,"weekday","lunch","travelling","freezing","grocery",0,1,1,"midday"
2,181,178,3,"weekday","beforelunch","travelling","unknown","grocery",1,1,1,"midday"
3,8,2,6,"weekday","breakfast","leisure","freezing","grocery",1,0,0,"morning"
3,9,3,6,"weekday","afternoon","leisure","hot","grocery",0,0,0,"midday"
3,12,6,6,"weekday","breakfast","working","warm","restaurant",0,0,0,"morning"
3,14,8,6,"weekend","night","travelling","unknown","grocery",1,0,0,"night"
3,15,9,6,"weekday","afternoon","unknown","cold","grocery",1,0,0,"midday"
3,18,12,6,"weekday","earlymorning","unknown","cold","restaurant",1,0,0,"morning"
3,20,14,6,"weekday","afternoon","travelling","warm","restaurant",0,0,0,"midday"
3,22,16,6,"weekday","beforelunch","leisure","cold","restaurant",1,0,0,"midday"
3,23,17,6,"weekend","lunch","shopping","unknown","restaurant",0,0,0,"midday"
3,30,24,6,"weekday","afternoon","travelling","cold","restaurant",0,0,0,"midday"
3,44,38,6,"weekend","evening","unknown","freezing","restaurant",0,0,0,"night"
3,46,40,6,"weekend","lunch","travelling","cold","restaurant",0,0,0,"midday"
3,50,44,6,"weekday","afternoon","travelling","hot","restaurant",0,0,0,"midday"
3,61,55,6,"weekday","morning","travelling","cold","restaurant",0,0,0,"morning"
3,66,60,6,"weekend","lunch","travelling","hot","restaurant",0,1,0,"midday"
3,67,61,6,"weekday","afternoon","travelling","freezing","restaurant",1,1,0,"midday"
3,71,65,6,"weekday","afternoon","working","hot","grocery",0,1,0,"midday"
3,80,74,6,"weekday","afternoon","travelling","cold","restaurant",0,1,0,"midday"
3,89,83,6,"weekend","afternoon","travelling","cold","grocery",0,1,0,"midday"
3,92,86,6,"weekday","beforelunch","morningrituals","cold","restaurant",0,1,0,"midday"
3,97,91,6,"weekday","afternoon","travelling","cold","restaurant",0,1,0,"midday"
3,105,99,6,"weekday","breakfast","shopping","unknown","restaurant",0,1,0,"morning"
3,106,100,6,"weekday","morning","travelling","warm","restaurant",1,1,0,"morning"
3,112,106,6,"weekday","beforelunch","travelling","freezing","restaurant",0,1,0,"midday"
3,114,108,6,"weekday","earlymorning","travelling","unknown","restaurant",0,1,0,"morning"
3,115,109,6,"unknown","afternoon","working","hot","grocery",0,1,0,"midday"
3,120,114,6,"weekend","lunch","travelling","cold","grocery",1,1,1,"midday"
3,124,118,6,"weekend","lunch","travelling","unknown","grocery",0,1,1,"midday"
3,125,119,6,"weekend","afternoon","leisure","freezing","grocery",0,1,1,"midday"
3,130,124,6,"weekday","beforelunch","travelling","cold","restaurant",0,1,1,"midday"
3,131,125,6,"weekday","afternoon","travelling","unknown","restaurant",1,1,1,"midday"
3,138,132,6,"weekday","breakfast","working","freezing","grocery",1,1,1,"morning"
3,147,141,6,"weekend","breakfast","travelling","unknown","restaurant",0,1,1,"morning"
3,149,143,6,"weekday","lunch","travelling","cold","grocery",0,1,1,"midday"
3,152,146,6,"weekday","lunch","travelling","freezing","grocery",0,1,1,"midday"
3,153,147,6,"weekend","morning","working","unknown","grocery",1,1,1,"morning"
3,155,149,6,"weekend","lunch","travelling","freezing","restaurant",0,1,1,"midday"
3,159,153,6,"weekday","breakfast","unknown","freezing","grocery",0,1,1,"morning"
3,161,155,6,"weekend","lunch","working","hot","grocery",1,1,1,"midday"
3,166,160,6,"weekend","breakfast","travelling","warm","restaurant",1,1,1,"morning"
3,171,165,6,"weekday","lunch","travelling","freezing","grocery",0,1,1,"midday"
3,174,168,6,"weekend","beforelunch","working","unknown","restaurant",0,1,1,"midday"
3,181,175,6,"weekend","beforelunch","travelling","freezing","restaurant",1,1,1,"midday"
3,183,177,6,"weekday","morning","shopping","unknown","grocery",0,1,1,"morning"
4,16,5,11,"weekday","lunch","leisure","hot","restaurant",1,0,0,"midday"
4,36,25,11,"weekday","morning","working","freezing","restaurant",0,0,0,"morning"
4,53,42,11,"weekday","breakfast","travelling","unknown","grocery",0,0,0,"morning"
4,57,46,11,"weekday","lunch","travelling","cold","restaurant",0,0,0,"midday"
4,93,82,11,"unknown","evening","travelling","freezing","restaurant",0,1,0,"night"
4,100,89,11,"weekend","beforelunch","shopping","cold","grocery",1,1,0,"midday"
4,104,93,11,"weekday","morning","travelling","cold","grocery",1,1,0,"morning"
4,124,113,11,"weekday","beforelunch","morningrituals","freezing","restaurant",1,1,1,"midday"
4,134,123,11,"weekday","lunch","travelling","cold","grocery",1,1,1,"midday"
4,136,125,11,"weekend","afternoon","unknown","unknown","restaurant",1,1,1,"midday"
4,170,159,11,"weekend","unknown","travelling","freezing","grocery",0,1,1,"unknown"
5,18,3,15,"weekday","beforelunch","unknown","warm","grocery",0,0,0,"midday"
5,30,15,15,"weekday","afternoon","leisure","freezing","grocery",0,0,0,"midday"
5,32,17,15,"weekday","dinner","travelling","freezing","restaurant",0,0,0,"night"
5,33,18,15,"weekend","afternoon","travelling","cold","restaurant",0,0,0,"midday"
5,43,28,15,"weekday","afternoon","shopping","cold","grocery",0,0,0,"midday"
5,44,29,15,"weekday","beforelunch","unknown","cold","grocery",0,0,0,"midday"
5,47,32,15,"weekday","lunch","travelling","hot","restaurant",1,0,0,"midday"
5,49,34,15,"weekend","dinner","travelling","cold","restaurant",0,0,0,"night"
5,62,47,15,"weekday","afternoon","social","freezing","grocery",1,0,0,"midday"
5,63,48,15,"weekday","breakfast","unknown","warm","restaurant",0,0,0,"morning"
5,65,50,15,"weekday","afternoon","travelling","freezing","restaurant",0,0,0,"midday"
5,70,55,15,"weekend","beforelunch","travelling","unknown","grocery",0,0,0,"midday"
5,73,58,15,"weekday","lunch","unknown","unknown","grocery",0,1,0,"midday"
5,74,59,15,"weekend","earlymorning","travelling","unknown","grocery",0,1,0,"morning"
5,76,61,15,"weekday","beforelunch","shopping","cold","restaurant",0,1,0,"midday"
5,88,73,15,"weekend","beforelunch","unknown","cold","grocery",1,1,0,"midday"
5,90,75,15,"weekend","beforelunch","travelling","cold","restaurant",0,1,0,"midday"
5,95,80,15,"weekday","afternoon","travelling","cold","restaurant",0,1,0,"midday"
5,99,84,15,"weekday","afternoon","travelling","hot","restaurant",0,1,0,"midday"
5,105,90,15,"weekday","morning","shopping","warm","restaurant",1,1,0,"morning"
5,111,96,15,"weekday","afternoon","leisure","warm","restaurant",0,1,0,"midday"
