"pid","day","daysInStudy","day_zero","time_type","time_time","situation_major","weather_temperature","notification_type","engagement","S1","S2","time_time_simple"
1,4,4,0,"weekday","lunch","unknown","warm","restaurant",0,0,0,"midday"
1,33,33,0,"weekday","lunch","travelling","freezing","restaurant",0,0,0,"midday"
1,42,42,0,"weekday","breakfast","unknown","warm","restaurant",0,0,0,"morning"
1,49,49,0,"weekday","lunch","unknown","hot","grocery",1,0,0,"midday"
1,51,51,0,"weekday","afternoon","shopping","unknown","grocery",0,0,0,"midday"
1,53,53,0,"weekday","afternoon","travelling","cold","grocery",0,0,0,"midday"
1,55,55,0,"weekday","beforelunch","working","cold","restaurant",0,0,0,"midday"
1,60,60,0,"weekday","beforelunch","travelling","cold","restaurant",0,1,0,"midday"
1,62,62,0,"weekday","lunch","travelling","unknown","grocery",1,1,0,"midday"
1,69,69,0,"weekday","afternoon","morningrituals","freezing","restaurant",0,1,0,"midday"
1,70,70,0,"weekday","beforelunch","travelling","unknown","restaurant",1,1,0,"midday"
1,72,72,0,"weekday","dinner","leisure","cold","grocery",1,1,0,"night"
1,76,76,0,"weekend","lunch","morningrituals","warm","restaurant",1,1,0,"midday"
1,84,84,0,"weekday","unknown","travelling","warm","grocery",0,1,0,"unknown"
1,90,90,0,"weekday","lunch","travelling","hot","restaurant",1,1,0,"midday"
1,99,99,0,"weekday","dinner","travelling","unknown","restaurant",0,1,0,"night"
1,111,111,0,"weekday","afternoon","travelling","freezing","restaurant",1,1,0,"midday"
1,131,131,0,"weekend","breakfast","unknown","cold","restaurant",1,1,1,"morning"
1,138,138,0,"weekday","lunch","shopping","warm","restaurant",0,1,1,"midday"
1,145,145,0,"weekend","afternoon","travelling","cold","restaurant",0,1,1,"midday"
1,151,151,0,"weekday","morning","travelling","cold","grocery",0,1,1,"morning"
1,153,153,0,"weekday","afternoon","travelling","cold","restaurant",1,1,1,"midday"
1,154,154,0,"weekday","afternoon","unknown","warm","grocery",0,1,1,"midday"
1,155,155,0,"weekday","breakfast","travelling","cold","grocery",0,1,1,"morning"
1,167,167,0,"weekend","night","unknown","freezing","restaurant",1,1,1,"night"
1,182,182,0,"weekend","afternoon","unknown","unknown","restaurant",0,1,1,"midday"
1,183,183,0,"weekday","breakfast","travelling","unknown","restaurant",0,1,1,"morning"
2,9,3,6,"weekday","earlymorning","shopping","freezing","restaurant",0,0,0,"morning"
2,16,10,6,"weekday","afternoon","travelling","unknown","restaurant",1,0,0,"midday"
2,18,12,6,"weekday","lunch","working","unknown","restaurant",0,0,0,"midday"
2,20,14,6,"weekday","lunch","working","cold","grocery",0,0,0,"midday"
2,22,16,6,"weekday","breakfast","travelling","cold","grocery",1,0,0,"morning"
2,23,17,6,"weekend","night","travelling","freezing","grocery",0,0,0,"night"
2,24,18,6,"weekday","afternoon","travelling","freezing","restaurant",1,0,0,"midday"
2,25,19,6,"weekday","lunch","travelling","warm","grocery",1,0,0,"midday"
2,30,24,6,"weekday","afternoon","travelling","cold","grocery",1,0,0,"midday"
2,32,26,6,"weekday","lunch","leisure","freezing","grocery",0,0,0,"midday"
2,37,31,6,"weekend","afternoon","travelling","freezing","restaurant",0,0,0,"midday"
2,38,32,6,"weekday","lunch","travelling","hot","restaurant",1,0,0,"midday"
2,39,33,6,"weekday","breakfast","travelling","warm","restaurant",0,0,0,"morning"
2,40,34,6,"weekday","beforelunch","unknown","warm","grocery",0,0,0,"midday"
2,41,35,6,"weekday","afternoon","leisure","warm","grocery",1,0,0,"midday"
2,42,36,6,"weekend","lunch","travelling","unknown","restaurant",0,0,0,"midday"
2,49,43,6,"weekday","evening","travelling","warm","grocery",0,0,0,"night"
2,54,48,6,"weekend","morning","travelling","unknown","grocery",1,0,0,"morning"
2,59,53,6,"weekday","breakfast","travelling","warm","restaurant",0,0,0,"morning"
2,66,60,6,"weekend","lunch","shopping","unknown","restaurant",0,1,0,"midday"
2,73,67,6,"weekend","afternoon","travelling","hot","restaurant",0,1,0,"midday"
2,74,68,6,"weekday","lunch","travelling","freezing","restaurant",0,1,0,"midday"
2,75,69,6,"weekday","morning","travelling","warm","grocery",0,1,0,"morning"
2,78,72,6,"weekend","dinner","travelling","hot","restaurant",0,1,0,"night"
2,87,81,6,"weekday","dinner","travelling","freezing","restaurant",0,1,0,"night"
