"pid","day","daysInStudy","day_zero","time_type","time_time","situation_major","weather_temperature","notification_type","engagement","S1","S2","time_time_simple"
1,19,19,0,"weekday","lunch","travelling","freezing","restaurant",0,0,0,"midday"
1,21,21,0,"weekday","evening","unknown","cold","restaurant",0,0,0,"night"
1,29,29,0,"weekend","breakfast","morningrituals","cold","restaurant",0,0,0,"morning"
1,31,31,0,"weekday","breakfast","travelling","warm","restaurant",0,0,0,"morning"
1,34,34,0,"weekday","morning","travelling","cold","grocery",0,0,0,"morning"
1,43,43,0,"weekday","evening","shopping","cold","grocery",0,0,0,"night"
1,51,51,0,"weekday","afternoon","travelling","freezing","restaurant",0,0,0,"midday"
1,53,53,0,"weekend","dinner","travelling","cold","grocery",0,0,0,"night"
1,56,56,0,"weekend","morning","travelling","warm","grocery",0,0,0,"morning"
1,71,71,0,"weekday","beforelunch","unknown","cold","restaurant",0,1,0,"midday"
1,73,73,0,"weekday","beforelunch","travelling","unknown","grocery",0,1,0,"midday"
1,76,76,0,"weekend","beforelunch","unknown","warm","restaurant",0,1,0,"midday"
1,84,84,0,"weekend","latenight","travelling","cold","grocery",0,1,0,"night"
1,86,86,0,"weekday","afternoon","travelling","cold","grocery",1,1,0,"midday"
1,101,101,0,"weekday","afternoon","shopping","freezing","grocery",0,1,0,"midday"
1,104,104,0,"weekend","beforelunch","travelling","unknown","grocery",1,1,0,"midday"
1,109,109,0,"weekday","lunch","travelling","cold","grocery",0,1,0,"midday"
1,121,121,0,"weekday","night","travelling","cold","restaurant",0,1,1,"night"
1,122,122,0,"weekday","lunch","travelling","cold","restaurant",1,1,1,"midday"
1,124,124,0,"weekday","lunch","working","cold","grocery",0,1,1,"midday"
1,129,129,0,"weekday","unknown","leisure","freezing","restaurant",0,1,1,"unknown"
1,140,140,0,"weekday","lunch","travelling","warm","grocery",0,1,1,"midday"
1,144,144,0,"weekday","afternoon","travelling","warm","grocery",0,1,1,"midday"
1,149,149,0,"weekday","lunch","travelling","cold","grocery",1,1,1,"midday"
1,155,155,0,"weekend","afternoon","unknown","freezing","grocery",0,1,1,"midday"
1,164,164,0,"weekday","dinner","unknown","unknown","restaurant",1,1,1,"night"
1,165,165,0,"weekday","dinner","morningrituals","unknown","grocery",0,1,1,"night"
1,173,173,0,"weekend","afternoon","travelling","cold","grocery",1,1,1,"midday"
1,177,177,0,"weekday","beforelunch","travelling","freezing","restaurant",0,1,1,"midday"
2,11,2,9,"weekday","lunch","travelling","freezing","restaurant",0,0,0,"midday"
2,14,5,9,"weekday","afternoon","travelling","freezing","grocery",0,0,0,"midday"
2,15,6,9,"weekday","afternoon","travelling","cold","grocery",0,0,0,"midday"
2,16,7,9,"weekend","afternoon","working","warm","grocery",1,0,0,"midday"
2,17,8,9,"weekend","beforelunch","unknown","hot","grocery",0,0,0,"midday"
2,18,9,9,"weekday","breakfast","shopping","unknown","restaurant",0,0,0,"morning"
2,19,10,9,"weekday","lunch","travelling","unknown","grocery",1,0,0,"midday"
2,22,13,9,"weekday","night","working","warm","grocery",1,0,0,"night"
2,23,14,9,"weekend","breakfast","travelling","unknown","restaurant",1,0,0,"morning"
2,24,15,9,"weekday","breakfast","travelling","hot","grocery",0,0,0,"morning"
2,25,16,9,"weekday","lunch","shopping","freezing","grocery",0,0,0,"midday"
2,26,17,9,"weekday","lunch","leisure","hot","grocery",1,0,0,"midday"
2,27,18,9,"weekend","breakfast","travelling","unknown","restaurant",0,0,0,"morning"
2,30,21,9,"weekday","lunch","travelling","freezing","grocery",0,0,0,"midday"
2,31,22,9,"weekday","breakfast","travelling","freezing","restaurant",1,0,0,"morning"
2,32,23,9,"weekday","afternoon","unknown","cold","grocery",1,0,0,"midday"
2,33,24,9,"weekday","beforelunch","travelling","cold","restaurant",0,0,0,"midday"
2,35,26,9,"weekday","afternoon","unknown","cold","grocery",1,0,0,"midday"
2,36,27,9,"weekday","afternoon","working","warm","grocery",0,0,0,"midday"
2,37,28,9,"weekend","afternoon","travelling","freezing","grocery",0,0,0,"midday"
2,38,29,9,"weekday","lunch","travelling","hot","grocery",0,0,0,"midday"
2,39,30,9,"weekday","afternoon","travelling","warm","grocery",0,0,0,"midday"
2,44,35,9,"weekday","evening","travelling","cold","grocery",0,0,0,"night"
2,46,37,9,"weekday","lunch","travelling","cold","grocery",1,0,0,"midday"
2,47,38,9,"weekend","beforelunch","travelling","unknown","grocery",0,0,0,"midday"
2,49,40,9,"weekday","afternoon","travelling","warm","restaurant",0,0,0,"midday"
2,50,41,9,"weekday","afternoon","unknown","hot","grocery",0,0,0,"midday"
2,51,42,9,"weekend","unknown","unknown","freezing","restaurant",0,0,0,"unknown"
2,52,43,9,"weekday","afternoon","travelling","freezing","restaurant",1,0,0,"midday"
2,59,50,9,"weekday","morning","travelling","unknown","restaurant",0,0,0,"morning"
2,61,52,9,"weekend","afternoon","travelling","warm","restaurant",0,0,0,"midday"
2,64,55,9,"weekend","lunch","morningrituals","unknown","restaurant",1,0,0,"midday"
2,65,56,9,"weekday","morning","shopping","warm","grocery",0,0,0,"morning"
2,67,58,9,"weekend","lunch","travelling","freezing","restaurant",0,1,0,"midday"
