"pid","day","daysInStudy","day_zero","time_type","time_time","situation_major","weather_temperature","notification_type","engagement","S1","S2","time_time_simple"
1,0,0,0,"weekend","lunch","travelling","freezing","restaurant",0,0,0,"midday"
1,1,1,0,"weekday","lunch","travelling","unknown","grocery",0,0,0,"midday"
1,2,2,0,"weekday","afternoon","travelling","unknown","grocery",0,0,0,"midday"
1,3,3,0,"weekday","beforelunch","travelling","freezing","restaurant",0,0,0,"midday"
1,5,5,0,"weekend","night","travelling","hot","grocery",0,0,0,"night"
1,8,8,0,"weekday","beforelunch","travelling","unknown","grocery",0,0,0,"midday"
1,9,9,0,"unknown","breakfast","unknown","warm","grocery",1,0,0,"morning"
1,14,14,0,"weekday","afternoon","travelling","freezing","grocery",0,0,0,"midday"
1,16,16,0,"weekday","beforelunch","leisure","cold","restaurant",1,0,0,"midday"
1,18,18,0,"weekday","afternoon","travelling","warm","restaurant",0,0,0,"midday"
1,20,20,0,"weekday","beforelunch","leisure","hot","restaurant",0,0,0,"midday"
1,21,21,0,"weekday","beforelunch","leisure","cold","grocery",0,0,0,"midday"
1,22,22,0,"weekday","afternoon","travelling","cold","restaurant",0,0,0,"midday"
1,23,23,0,"weekend","breakfast","working","cold","grocery",1,0,0,"morning"
1,25,25,0,"weekday","lunch","working","freezing","grocery",0,0,0,"midday"
1,26,26,0,"weekday","morning","travelling","cold","restaurant",0,0,0,"morning"
1,27,27,0,"weekday","breakfast","working","freezing","grocery",1,0,0,"morning"
1,29,29,0,"weekday","lunch","travelling","hot","grocery",1,0,0,"midday"
1,30,30,0,"weekday","beforelunch","travelling","hot","restaurant",0,0,0,"midday"
1,31,31,0,"weekend","afternoon","travelling","unknown","grocery",0,0,0,"midday"
1,32,32,0,"weekday","beforelunch","travelling","freezing","restaurant",0,0,0,"midday"
1,34,34,0,"weekday","lunch","travelling","warm","grocery",1,0,0,"midday"
1,35,35,0,"weekday","afternoon","travelling","freezing","grocery",0,0,0,"midday"
1,44,44,0,"weekday","lunch","unknown","cold","restaurant",0,0,0,"midday"
1,49,49,0,"weekday","lunch","unknown","freezing","restaurant",0,0,0,"midday"
1,50,50,0,"weekend","beforelunch","unknown","freezing","grocery",1,0,0,"midday"
1,51,51,0,"weekday","evening","travelling","unknown","grocery",0,0,0,"night"
1,53,53,0,"weekday","lunch","travelling","freezing","grocery",1,0,0,"midday"
1,54,54,0,"weekday","evening","working","freezing","restaurant",1,0,0,"night"
1,55,55,0,"weekday","breakfast","travelling","cold","grocery",0,0,0,"morning"
1,56,56,0,"weekday","breakfast","shopping","unknown","restaurant",0,0,0,"morning"
1,58,58,0,"weekday","lunch","travelling","freezing","grocery",0,1,0,"midday"
1,59,59,0,"weekday","evening","leisure","cold","restaurant",0,1,0,"night"
1,60,60,0,"weekday","afternoon","shopping","freezing","grocery",0,1,0,"midday"
1,61,61,0,"weekday","lunch","travelling","warm","restaurant",0,1,0,"midday"
1,62,62,0,"weekday","breakfast","travelling","unknown","restaurant",1,1,0,"morning"
1,63,63,0,"weekday","morning","working","unknown","grocery",0,1,0,"morning"
1,66,66,0,"weekend","lunch","travelling","unknown","grocery",0,1,0,"midday"
1,68,68,0,"weekday","afternoon","leisure","unknown","restaurant",1,1,0,"midday"
1,69,69,0,"weekday","morning","morningrituals","freezing","grocery",1,1,0,"morning"
1,70,70,0,"weekday","afternoon","travelling","freezing","grocery",0,1,0,"midday"
1,72,72,0,"weekend","lunch","unknown","freezing","grocery",0,1,0,"midday"
1,74,74,0,"weekend","lunch","travelling","freezing","restaurant",0,1,0,"midday"
1,76,76,0,"weekend","afternoon","unknown","warm","grocery",1,1,0,"midday"
1,78,78,0,"weekday","morning","travelling","cold","restaurant",0,1,0,"morning"
1,79,79,0,"weekday","afternoon","travelling","unknown","restaurant",0,1,0,"midday"
1,81,81,0,"weekday","beforelunch","unknown","cold","restaurant",0,1,0,"midday"
1,83,83,0,"weekday","breakfast","leisure","warm","restaurant",0,1,0,"morning"
1,84,84,0,"weekday","afternoon","travelling","freezing","grocery",0,1,0,"midday"
1,88,88,0,"weekday","afternoon","travelling","hot","grocery",0,1,0,"midday"
1,89,89,0,"weekday","lunch","shopping","unknown","grocery",0,1,0,"midday"
1,91,91,0,"weekday","afternoon","travelling","hot","grocery",1,1,0,"midday"
1,92,92,0,"weekend","earlymorning","travelling","unknown","restaurant",0,1,0,"morning"
1,93,93,0,"weekday","beforelunch","travelling","unknown","restaurant",0,1,0,"midday"
1,96,96,0,"weekday","afternoon","working","cold","grocery",0,1,0,"midday"
1,97,97,0,"unknown","breakfast","travelling","cold","restaurant",1,1,0,"morning"
1,99,99,0,"weekday","lunch","travelling","freezing","grocery",1,1,0,"midday"
1,100,100,0,"weekend","lunch","unknown","unknown","restaurant",0,1,0,"midday"
1,101,101,0,"weekday","breakfast","working","freezing","restaurant",0,1,0,"morning"
1,102,102,0,"weekday","afternoon","travelling","cold","grocery",0,1,0,"midday"
1,103,103,0,"weekday","dinner","travelling","cold","grocery",1,1,0,"night"
1,104,104,0,"weekday","beforelunch","travelling","cold","grocery",0,1,0,"midday"
1,107,107,0,"weekday","lunch","unknown","freezing","grocery",1,1,0,"midday"
1,110,110,0,"weekend","afternoon","travelling","cold","grocery",1,1,0,"midday"
1,111,111,0,"weekday","afternoon","unknown","cold","restaurant",1,1,0,"midday"
1,113,113,0,"weekday","afternoon","unknown","hot","grocery",0,1,1,"midday"
1,115,115,0,"weekend","dinner","unknown","cold","grocery",0,1,1,"night"
1,117,117,0,"weekday","beforelunch","unknown","cold","grocery",1,1,1,"midday"
1,118,118,0,"weekday","afternoon","travelling","cold","grocery",0,1,1,"midday"
1,119,119,0,"weekday","beforelunch","working","unknown","restaurant",1,1,1,"midday"
1,120,120,0,"weekday","beforelunch","working","cold","restaurant",0,1,1,"midday"
1,122,122,0,"weekend","lunch","travelling","cold","grocery",0,1,1,"midday"
1,123,123,0,"weekday","beforelunch","travelling","unknown","grocery",0,1,1,"midday"
1,125,125,0,"weekday","dinner","leisure","cold","restaurant",0,1,1,"night"
1,126,126,0,"weekday","breakfast","travelling","cold","restaurant",1,1,1,"morning"
1,128,128,0,"weekend","afternoon","travelling","unknown","grocery",0,1,1,"midday"
1,130,130,0,"weekend","morning","travelling","freezing","restaurant",1,1,1,"morning"
1,131,131,0,"weekday","breakfast","travelling","cold","grocery",1,1,1,"morning"
1,132,132,0,"weekday","earlymorning","unknown","freezing","restaurant",0,1,1,"morning"
1,134,134,0,"weekday","afternoon","travelling","hot","restaurant",1,1,1,"midday"
1,136,136,0,"weekday","beforelunch","unknown","warm","grocery",0,1,1,"midday"
1,138,138,0,"weekday","night","leisure","unknown","grocery",1,1,1,"night"
1,139,139,0,"unknown","breakfast","travelling","cold","grocery",0,1,1,"morning"
1,140,140,0,"weekday","afternoon","shopping","unknown","grocery",0,1,1,"midday"
1,142,142,0,"weekday","lunch","travelling","hot","restaurant",1,1,1,"midday"
1,144,144,0,"weekday","afternoon","travelling","freezing","grocery",0,1,1,"midday"
1,145,145,0,"weekday","lunch","travelling","cold","restaurant",1,1,1,"midday"
1,146,146,0,"weekday","lunch","travelling","warm","grocery",0,1,1,"midday"
1,147,147,0,"weekday","dinner","morningrituals","freezing","grocery",0,1,1,"night"
1,149,149,0,"weekday","afternoon","travelling","warm","grocery",1,1,1,"midday"
1,150,150,0,"weekday","lunch","travelling","cold","restaurant",1,1,1,"midday"
1,152,152,0,"weekday","morning","working","freezing","restaurant",1,1,1,"morning"
1,155,155,0,"weekday","afternoon","working","cold","grocery",0,1,1,"midday"
1,156,156,0,"weekday","beforelunch","travelling","cold","restaurant",1,1,1,"midday"
1,158,158,0,"weekday","breakfast","travelling","hot","restaurant",1,1,1,"morning"
1,159,159,0,"weekday","afternoon","morningrituals","unknown","grocery",0,1,1,"midday"
1,160,160,0,"weekday","morning","travelling","unknown","grocery",0,1,1,"morning"
1,161,161,0,"weekend","beforelunch","travelling","cold","restaurant",0,1,1,"midday"
1,163,163,0,"weekday","beforelunch","travelling","freezing","restaurant",0,1,1,"midday"
1,165,165,0,"weekday","unknown","travelling","unknown","grocery",0,1,1,"unknown"
1,168,168,0,"weekday","morning","travelling","cold","grocery",1,1,1,"morning"
1,169,169,0,"weekday","breakfast","working","cold","grocery",0,1,1,"morning"
1,170,170,0,"weekend","lunch","travelling","cold","grocery",1,1,1,"midday"
1,173,173,0,"weekday","breakfast","unknown","freezing","restaurant",0,1,1,"morning"
1,177,177,0,"weekday","afternoon","shopping","freezing","restaurant",0,1,1,"midday"
1,178,178,0,"weekday","afternoon","travelling","unknown","restaurant",0,1,1,"midday"
1,179,179,0,"weekend","afternoon","shopping","cold","grocery",0,1,1,"midday"
1,180,180,0,"weekend","morning","travelling","warm","grocery",1,1,1,"morning"
1,181,181,0,"weekday","dinner","unknown","unknown","grocery",0,1,1,"night"
2,1,0,1,"weekend","lunch","travelling","cold","restaurant",0,0,0,"midday"
2,9,8,1,"weekday","breakfast","working","hot","grocery",1,0,0,"morning"
2,11,10,1,"weekday","afternoon","travelling","freezing","restaurant",1,0,0,"midday"
2,14,13,1,"weekday","morning","travelling","unknown","grocery",0,0,0,"morning"
2,17,16,1,"weekend","lunch","travelling","warm","grocery",0,0,0,"midday"
2,23,22,1,"weekday","afternoon","travelling","cold","restaurant",1,0,0,"midday"
