"pid","day","daysInStudy","day_zero","time_type","time_time","situation_major","weather_temperature","notification_type","engagement","S1","S2","time_time_simple"
1,24,24,0,"weekday","lunch","travelling","hot","restaurant",0,0,0,"midday"
1,46,46,0,"weekday","evening","travelling","freezing","restaurant",1,0,0,"night"
1,94,94,0,"weekday","lunch","travelling","warm","grocery",1,1,0,"midday"
1,96,96,0,"weekend","beforelunch","travelling","warm","restaurant",0,1,0,"midday"
1,111,111,0,"weekday","lunch","working","freezing","grocery",1,1,0,"midday"
1,146,146,0,"weekday","afternoon","travelling","unknown","grocery",1,1,1,"midday"
1,148,148,0,"weekday","lunch","travelling","cold","restaurant",0,1,1,"midday"
1,153,153,0,"weekday","lunch","working","cold","grocery",0,1,1,"midday"
1,154,154,0,"weekend","beforelunch","unknown","unknown","grocery",0,1,1,"midday"
1,164,164,0,"weekday","breakfast","travelling","unknown","restaurant",0,1,1,"morning"
1,177,177,0,"weekend","afternoon","travelling","cold","grocery",1,1,1,"midday"
2,17,9,8,"weekday","beforelunch","travelling","warm","grocery",0,0,0,"midday"
2,20,12,8,"weekday","unknown","unknown","cold","grocery",0,0,0,"unknown"
2,21,13,8,"weekday","lunch","travelling","hot","grocery",0,0,0,"midday"
2,26,18,8,"weekday","afternoon","unknown","warm","grocery",0,0,0,"midday"
2,29,21,8,"weekday","lunch","travelling","unknown","grocery",1,0,0,"midday"
2,38,30,8,"weekday","earlymorning","unknown","unknown","restaurant",0,0,0,"morning"
2,41,33,8,"weekday","dinner","shopping","freezing","restaurant",0,0,0,"night"
2,47,39,8,"weekday","breakfast","unknown","warm","restaurant",0,0,0,"morning"
2,55,47,8,"weekday","lunch","travelling","unknown","grocery",1,0,0,"midday"
2,57,49,8,"weekday","breakfast","travelling","cold","restaurant",0,0,0,"morning"
2,87,79,8,"unknown","afternoon","travelling","cold","restaurant",0,1,0,"midday"
2,91,83,8,"weekend","beforelunch","working","unknown","grocery",0,1,0,"midday"
2,99,91,8,"weekend","lunch","working","hot","restaurant",0,1,0,"midday"
2,101,93,8,"weekend","lunch","travelling","cold","restaurant",0,1,0,"midday"
2,105,97,8,"weekday","afternoon","unknown","cold","grocery",0,1,0,"midday"
2,107,99,8,"weekend","lunch","travelling","warm","grocery",0,1,0,"midday"
2,113,105,8,"weekday","lunch","working","freezing","grocery",0,1,0,"midday"
2,119,111,8,"weekday","beforelunch","travelling","unknown","restaurant",0,1,0,"midday"
2,130,122,8,"weekend","lunch","working","freezing","restaurant",1,1,1,"midday"
2,145,137,8,"weekday","breakfast","travelling","cold","restaurant",0,1,1,"morning"
2,156,148,8,"weekend","beforelunch","travelling","freezing","grocery",0,1,1,"midday"
2,159,151,8,"weekday","lunch","travelling","freezing","grocery",0,1,1,"midday"
2,162,154,8,"weekday","morning","leisure","cold","grocery",0,1,1,"morning"
2,167,159,8,"weekday","morning","leisure","freezing","restaurant",1,1,1,"morning"
2,180,172,8,"weekend","breakfast","travelling","cold","grocery",0,1,1,"morning"
3,13,3,10,"weekday","lunch","travelling","cold","restaurant",0,0,0,"midday"
3,16,6,10,"weekday","beforelunch","travelling","warm","restaurant",1,0,0,"midday"
3,17,7,10,"weekday","lunch","travelling","freezing","restaurant",0,0,0,"midday"
3,26,16,10,"weekday","afternoon","travelling","cold","restaurant",0,0,0,"midday"
3,27,17,10,"weekday","lunch","shopping","unknown","restaurant",0,0,0,"midday"
3,28,18,10,"weekday","unknown","working","freezing","restaurant",0,0,0,"unknown"
3,32,22,10,"weekday","morning","travelling","cold","restaurant",0,0,0,"morning"
3,36,26,10,"weekday","afternoon","working","warm","restaurant",0,0,0,"midday"
3,37,27,10,"weekday","lunch","unknown","freezing","restaurant",1,0,0,"midday"
3,38,28,10,"weekday","morning","travelling","warm","restaurant",0,0,0,"morning"
3,41,31,10,"weekday","afternoon","travelling","cold","restaurant",1,0,0,"midday"
3,44,34,10,"weekday","lunch","travelling","cold","grocery",0,0,0,"midday"
3,46,36,10,"weekday","lunch","leisure","freezing","restaurant",0,0,0,"midday"
3,47,37,10,"weekday","afternoon","unknown","freezing","grocery",0,0,0,"midday"
3,48,38,10,"weekday","afternoon","leisure","unknown","grocery",0,0,0,"midday"
3,52,42,10,"weekday","beforelunch","travelling","freezing","grocery",0,0,0,"midday"
3,67,57,10,"weekend","afternoon","travelling","cold","grocery",0,1,0,"midday"
3,70,60,10,"weekday","beforelunch","travelling","unknown","grocery",0,1,0,"midday"
3,71,61,10,"weekend","beforelunch","unknown","warm","restaurant",0,1,0,"midday"
3,75,65,10,"weekend","afternoon","unknown","hot","restaurant",0,1,0,"midday"
3,81,71,10,"weekday","afternoon","travelling","unknown","grocery",0,1,0,"midday"
3,94,84,10,"weekday","morning","travelling","cold","grocery",0,1,0,"morning"
3,95,85,10,"weekday","afternoon","leisure","cold","restaurant",1,1,0,"midday"
3,96,86,10,"unknown","beforelunch","travelling","unknown","grocery",0,1,0,"midday"
3,100,90,10,"weekend","afternoon","travelling","cold","restaurant",1,1,0,"midday"
3,103,93,10,"weekend","beforelunch","leisure","warm","grocery",0,1,0,"midday"
3,104,94,10,"weekend","afternoon","travelling","freezing","grocery",0,1,0,"midday"
3,105,95,10,"weekend","earlymorning","working","cold","restaurant",0,1,0,"morning"
3,106,96,10,"weekend","afternoon","travelling","unknown","grocery",0,1,0,"midday"
3,109,99,10,"weekend","afternoon","shopping","cold","grocery",0,1,0,"midday"
3,111,101,10,"weekend","afternoon","social","cold","restaurant",0,1,0,"midday"
3,112,102,10,"weekend","breakfast","travelling","warm","grocery",1,1,0,"morning"
3,119,109,10,"weekday","lunch","travelling","unknown","restaurant",0,1,0,"midday"
3,122,112,10,"weekday","morning","leisure","hot","restaurant",1,1,0,"morning"
3,123,113,10,"weekday","afternoon","travelling","warm","restaurant",0,1,1,"midday"
3,127,117,10,"weekend","afternoon","unknown","warm","restaurant",1,1,1,"midday"
3,130,120,10,"weekday","lunch","travelling","cold","grocery",0,1,1,"midday"
3,132,122,10,"weekday","morning","travelling","warm","grocery",0,1,1,"morning"
3,135,125,10,"weekday","beforelunch","unknown","unknown","grocery",0,1,1,"midday"
