"pid","day","daysInStudy","day_zero","time_type","time_time","situation_major","weather_temperature","notification_type","engagement","S1","S2","time_time_simple"
1,3,3,0,"weekend","breakfast","leisure","hot","restaurant",0,0,0,"morning"
1,95,95,0,"weekend","lunch","travelling","cold","grocery",0,1,0,"midday"
1,101,101,0,"weekday","lunch","travelling","unknown","restaurant",0,1,0,"midday"
2,40,35,5,"weekday","beforelunch","travelling","cold","grocery",0,0,0,"midday"
2,59,54,5,"weekday","beforelunch","morningrituals","cold","restaurant",0,0,0,"midday"
2,64,59,5,"weekend","lunch","leisure","cold","restaurant",0,1,0,"midday"
2,79,74,5,"weekday","night","shopping","cold","restaurant",0,1,0,"night"
2,85,80,5,"weekend","beforelunch","unknown","unknown","restaurant",0,1,0,"midday"
2,111,106,5,"weekday","unknown","unknown","cold","restaurant",1,1,0,"unknown"
2,120,115,5,"weekend","morning","leisure","cold","restaurant",1,1,1,"morning"
2,124,119,5,"weekday","morning","travelling","cold","grocery",0,1,1,"morning"
2,138,133,5,"weekday","afternoon","travelling","freezing","restaurant",0,1,1,"midday"
2,148,143,5,"weekday","lunch","travelling","warm","restaurant",0,1,1,"midday"
2,151,146,5,"weekday","afternoon","travelling","unknown","restaurant",0,1,1,"midday"
2,152,147,5,"weekday","latenight","travelling","cold","restaurant",1,1,1,"night"
2,169,164,5,"weekday","afternoon","travelling","cold","restaurant",0,1,1,"midday"
3,18,2,16,"weekday","beforelunch","travelling","unknown","restaurant",0,0,0,"midday"
3,20,4,16,"weekend","breakfast","travelling","cold","grocery",1,0,0,"morning"
3,23,7,16,"weekend","breakfast","leisure","unknown","grocery",1,0,0,"morning"
3,32,16,16,"weekend","afternoon","working","cold","grocery",0,0,0,"midday"
3,34,18,16,"weekend","night","leisure","warm","restaurant",0,0,0,"night"
3,37,21,16,"weekday","lunch","shopping","cold","restaurant",0,0,0,"midday"
3,38,22,16,"weekday","afternoon","travelling","unknown","grocery",0,0,0,"midday"
3,39,23,16,"weekday","earlymorning","leisure","unknown","restaurant",0,0,0,"morning"
3,48,32,16,"weekday","beforelunch","travelling","freezing","restaurant",0,0,0,"midday"
3,59,43,16,"weekend","lunch","leisure","cold","grocery",0,0,0,"midday"
3,60,44,16,"weekday","beforelunch","unknown","hot","grocery",0,0,0,"midday"
3,61,45,16,"weekend","breakfast","unknown","unknown","grocery",1,0,0,"morning"
3,63,47,16,"weekday","afternoon","unknown","unknown","grocery",0,0,0,"midday"
3,69,53,16,"weekday","afternoon","shopping","cold","restaurant",0,0,0,"midday"
3,79,63,16,"weekday","beforelunch","travelling","cold","grocery",1,1,0,"midday"
3,81,65,16,"weekend","afternoon","working","unknown","grocery",1,1,0,"midday"
3,90,74,16,"weekend","breakfast","travelling","freezing","restaurant",0,1,0,"morning"
3,92,76,16,"weekday","breakfast","unknown","freezing","restaurant",0,1,0,"morning"
3,94,78,16,"weekday","afternoon","travelling","unknown","restaurant",1,1,0,"midday"
3,96,80,16,"weekday","beforelunch","unknown","unknown","restaurant",0,1,0,"midday"
3,100,84,16,"weekday","afternoon","travelling","cold","restaurant",1,1,0,"midday"
3,104,88,16,"weekday","breakfast","leisure","unknown","grocery",1,1,0,"morning"
3,105,89,16,"weekend","afternoon","travelling","unknown","grocery",0,1,0,"midday"
3,109,93,16,"weekday","lunch","shopping","cold","grocery",0,1,0,"midday"
3,116,100,16,"weekday","lunch","travelling","unknown","restaurant",1,1,0,"midday"
3,117,101,16,"weekday","breakfast","travelling","hot","restaurant",0,1,0,"morning"
3,118,102,16,"weekday","earlymorning","travelling","cold","grocery",1,1,0,"morning"
3,119,103,16,"weekday","afternoon","travelling","hot","grocery",1,1,0,"midday"
3,120,104,16,"weekday","beforelunch","travelling","hot","grocery",1,1,0,"midday"
3,121,105,16,"weekday","afternoon","unknown","freezing","grocery",0,1,0,"midday"
3,122,106,16,"weekend","afternoon","working","hot","restaurant",1,1,0,"midday"
3,123,107,16,"weekday","lunch","unknown","cold","grocery",1,1,0,"midday"
3,129,113,16,"weekday","beforelunch","leisure","hot","grocery",0,1,1,"midday"
3,132,116,16,"weekend","beforelunch","travelling","freezing","restaurant",0,1,1,"midday"
3,137,121,16,"weekday","beforelunch","travelling","warm","grocery",0,1,1,"midday"
3,141,125,16,"weekday","lunch","travelling","hot","grocery",0,1,1,"midday"
